x,y,z,qx,qy,qz,qw,roll,pitch,yaw
0.3391162349224685,-0.03219481291208121,0.0,0.0,0.0,0.7081841227397994,0.7060277956987677,0.0,0.0,1.5738458349228561
0.3442391258246857,-0.023612729491876285,0.0,0.0,0.0,0.7074825282744979,0.7067308343254342,0.0,0.0,1.5718593826224725
0.3533409178846152,-0.019985799658552218,0.0,0.0,0.0,0.7268971345659867,0.6867463547480669,0.0,0.0,1.6275857350096339
0.36219834371266574,-0.02428101906632519,0.0,0.0,0.0,0.7597997836763186,0.6501571261821403,0.0,0.0,1.7260102178117953
0.36752206052551184,-0.03276969798077585,0.0,0.0,0.0,0.784928009642292,0.6195869750720958,0.0,0.0,1.8051598552036914
0.37321905217676027,-0.04098429549137842,0.0,0.0,0.0,0.8192713476127438,0.5734060158219468,0.0,0.0,1.9202782369969293
0.36970240818913064,-0.0369441301776127,0.0,0.0,0.0,0.8520525574071858,0.5234562440317952,0.0,0.0,2.0397880650892763
0.36277618013465085,-0.029655039855015712,0.0,0.0,0.0,0.8206761954472807,0.5713935440886402,0.0,0.0,1.9251868591821257
0.35874675524034044,-0.020508768585775564,0.0,0.0,0.0,0.7942429435863826,0.6076003181065973,0.0,0.0,1.8355211704089562
0.3592935852339541,-0.010527942504923818,0.0,0.0,0.0,0.7914562531683507,0.6112258169618784,0.0,0.0,1.8263756968026363
0.36398756467479176,-0.0016815691200945425,0.0,0.0,0.0,0.8186168789739814,0.5743399737602267,0.0,0.0,1.9179973540358248
0.37176226435856624,0.004633293785228735,0.0,0.0,0.0,0.8652671769265803,0.501310993828687,0.0,0.0,2.091366166457774
0.3814437018750626,0.0071137812456593084,0.0,0.0,0.0,0.9093764644331728,0.41597409286519565,0.0,0.0,2.283565240453512
0.39119095953804117,0.004907147702758198,0.0,0.0,0.0,0.9362147512942669,0.35142842722098344,0.0,0.0,2.423399823649241
0.4,-8.881784197001253e-18,0.0,0.0,0.0,0.9487386910576643,0.3160615384544436,0.0,0.0,2.4984419730363485
